uid,title,aired from,aired to,episodes,members,popularity,ranked,score
35968,Wotaku ni Koi wa Muzukashii,2018-04-13,2018-06-22,11.0,307339,315,524.0,8.04
77,Mahou Shoujo Lyrical Nanoha A's,2005-10-02,2005-12-25,13.0,52796,1825,523.0,8.04
31741,Magi: Sinbad no Bouken (TV),2016-04-16,2016-07-02,13.0,234179,446,522.0,8.04
11739,Kimi to Boku. 2,2012-04-03,2012-06-26,13.0,63315,1608,521.0,8.04
934,Higurashi no Naku Koro ni,2006-04-05,2006-09-27,26.0,530024,118,519.0,8.04
18661,Kamisama Hajimemashita OVA,2013-08-20,,2.0,69499,1516,520.0,8.04
21855,Hanamonogatari,2014-08-16,,5.0,251188,397,518.0,8.04
268,Golden Boy,1995-10-27,1996-06-28,6.0,197055,545,517.0,8.04
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,2001-12-03,,2.0,64269,1583,516.0,8.05
29803,Overlord,2015-07-07,2015-09-29,13.0,742933,65,515.0,8.05
24997,Love Live! The School Idol Movie,2015-06-13,,1.0,82959,1318,514.0,8.05
17265,Log Horizon,2013-10-05,2014-03-22,25.0,695241,69,513.0,8.05
4814,Junjou Romantica 2,2008-10-12,2008-12-28,12.0,124152,903,512.0,8.05
39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,2019-10-03,2019-12-26,14.0,51472,1866,511.0,8.06
26213,Free!: Eternal Summer - Kindan no All Hard!,2015-03-18,,1.0,60916,1653,510.0,8.05
37435,Carole & Tuesday,2019-04-11,2019-10-03,24.0,136078,824,509.0,8.05
14075,Zetsuen no Tempest,2012-10-05,2013-03-29,24.0,411231,198,508.0,8.06
21647,Tamako Love Story,2014-04-26,,1.0,172578,636,505.0,8.06
9204,Omae Umasou da na,2010-10-16,,1.0,11330,4127,502.0,8.06
5682,Phantom: Requiem for the Phantom,2009-04-03,2009-09-25,26.0,235408,436,504.0,8.06
10049,Nurarihyon no Mago: Sennen Makyou,2011-07-03,2011-12-18,24.0,116520,968,501.0,8.06
14807,Kara no Kyoukai: Mirai Fukuin,2013-09-28,,1.0,70197,1500,499.0,8.06
1530,Kanon (2006),2006-10-06,2007-03-16,24.0,211156,508,498.0,8.06
33970,Girls & Panzer: Saishuushou Part 1,2017-12-09,,1.0,21880,3059,496.0,8.06
2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,2005-09-24,,1.0,39842,2195,495.0,8.06
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,1993-12-18,,1.0,21501,3074,494.0,8.06
227,FLCL,2000-04-26,2001-03-16,6.0,498692,134,493.0,8.06
34438,Code Geass: Hangyaku no Lelouch I - Koudou,2017-10-21,,1.0,48098,1964,492.0,8.06
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",2008-07-16,,1.0,222105,477,491.0,8.06
2563,Aria The OVA: Arietta,2007-09-21,,1.0,27857,2675,490.0,8.06
4772,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,2008-06-25,,1.0,16218,3544,489.0,8.06
32995,Yuri!!! on Ice,2016-10-06,2016-12-22,12.0,383651,230,488.0,8.07
1023,Wolf's Rain OVA,2004-01-23,2004-02-25,4.0,49582,1903,487.0,8.07
8063,Sekaiichi Hatsukoi OVA,2011-03-22,2011-09-27,2.0,50754,1876,486.0,8.07
33926,Quanzhi Gaoshou,2017-04-07,2017-06-16,12.0,212909,507,485.0,8.07
31490,One Piece Film: Gold,2016-07-23,,1.0,84699,1295,484.0,8.07
2448,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,2006-01-27,,1.0,23288,2960,483.0,8.07
27831,Durarara!!x2 Ten,2015-07-04,2015-09-26,12.0,248893,404,482.0,8.07
36896,Boku no Hero Academia the Movie 1: Futari no Hero,2018-08-03,,1.0,220604,490,481.0,8.07
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,2013-08-31,,1.0,168801,653,480.0,8.07
1065,Touch,1985-03-24,1987-03-22,101.0,22589,3007,479.0,8.08
4053,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,2008-04-25,2009-01-23,7.0,28114,2662,478.0,8.08
20371,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,2014-03-15,,1.0,40885,2167,477.0,8.08
846,School Rumble Ni Gakki,2006-04-03,2006-09-25,26.0,121544,924,476.0,8.08
36885,Saenai Heroine no Sodatekata Fine,2019-10-26,,1.0,39449,2210,505.0,8.06
8740,One Piece Film: Strong World Episode 0,2010-04-01,,1.0,54305,1793,475.0,8.08
39592,Mobile Suit Gundam: The Origin - Advent of the Red Comet,2019-04-29,2019-08-12,13.0,5000,5844,474.0,8.08
81,Mobile Suit Gundam: The 08th MS Team,1996-01-25,1999-07-25,12.0,53542,1803,473.0,8.08
5029,Major Movie: Yuujou no Winning Shot,2008-12-13,,1.0,14778,3684,472.0,8.08
16001,Kokoro Connect: Michi Random,2012-11-19,2012-12-10,4.0,172996,632,471.0,8.08
2076,Kindaichi Shounen no Jikenbo,1997-04-07,2000-09-11,148.0,17025,3459,470.0,8.08
9656,Kimi ni Todoke 2nd Season,2011-01-12,2011-03-30,12.0,269219,368,469.0,8.08
36963,IDOLiSH7 Vibrato,2018-02-17,2019-03-07,8.0,5366,5625,468.0,8.08
23289,Gekkan Shoujo Nozaki-kun,2014-07-07,2014-09-22,12.0,519868,123,467.0,8.08
23199,Durarara!!x2 Shou,2015-01-10,2015-03-28,12.0,319956,305,465.0,8.08
4789,ef: A Tale of Melodies.,2008-10-07,2008-12-23,12.0,135194,828,466.0,8.08
25879,Working!!!,2015-07-05,2015-09-27,13.0,158921,699,464.0,8.09
1943,Paprika,2006-11-25,,1.0,289048,333,463.0,8.09
37675,Overlord III,2018-07-10,2018-10-02,13.0,348792,273,462.0,8.09
7720,Ookiku Furikabutte: Natsu no Taikai-hen,2010-04-02,2010-06-25,13.0,31921,2469,461.0,8.09
1453,Maison Ikkoku,1986-03-26,1988-03-02,96.0,40874,2157,460.0,8.09
28725,Kokoro ga Sakebitagatterunda.,2015-09-19,,1.0,176401,619,459.0,8.09
6045,Kimi ni Todoke,2009-10-07,2010-03-31,25.0,511507,127,458.0,8.09
2004,Hanada Shounen-shi,2002-10-02,2003-03-26,25.0,10104,4324,457.0,8.09
6421,Fullmetal Alchemist: Brotherhood Specials,2009-08-26,2010-08-25,4.0,106904,1036,456.0,8.09
31173,Akagami no Shirayuki-hime 2nd Season,2016-01-12,2016-03-29,12.0,182761,596,455.0,8.09
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,2013-04-05,2013-06-28,13.0,683483,74,453.0,8.1
32615,Youjo Senki,2017-01-06,2017-03-31,12.0,419060,192,454.0,8.1
16049,Toaru Kagaku no Railgun S,2013-04-12,2013-09-27,24.0,224991,473,452.0,8.1
35790,Tate no Yuusha no Nariagari,2019-01-09,2019-06-26,25.0,517005,128,451.0,8.1
2150,Tanoshii Muumin Ikka,1990-04-12,1991-10-03,78.0,14065,3768,450.0,8.1
535,Slayers Next,1996-04-05,1996-09-27,26.0,53436,1807,449.0,8.1
6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,2009-06-24,2010-04-21,13.0,70132,1495,448.0,8.1
30015,ReLIFE,2016-07-02,2016-09-24,13.0,533921,116,447.0,8.1
31174,Osomatsu-san,2015-10-06,2016-03-29,25.0,117769,957,446.0,8.1
20507,Noragami,2014-01-05,2014-03-23,12.0,1125472,16,445.0,8.1
851,Kyou kara Ore wa!!,1992-12-11,1997-12-21,10.0,17458,3419,444.0,8.1
12031,Kingdom,2012-06-04,2013-02-25,38.0,97155,1134,443.0,8.1
153,Juuni Kokuki,2002-04-09,2003-08-30,45.0,99034,1105,442.0,8.1
9963,Detective Conan Movie 15: Quarter of Silence,2011-04-16,,1.0,29059,2618,441.0,8.1
889,Black Lagoon,2006-04-09,2006-06-25,12.0,553392,111,440.0,8.1
21469,Stand By Me Doraemon,2014-08-08,,1.0,16228,3565,439.0,8.11
12477,Sakasama no Patema,2013-11-09,,1.0,178032,609,438.0,8.11
14713,Kamisama Hajimemashita,2012-10-02,2012-12-25,13.0,331324,292,437.0,8.11
16,Hachimitsu to Clover,2005-04-15,2005-09-27,24.0,186696,578,436.0,8.11
589,Ginga Nagareboshi Gin,1986-04-07,1986-08-22,21.0,17542,3409,435.0,8.11
7465,Eve no Jikan (Movie),2010-03-06,,1.0,95709,1144,434.0,8.11
1363,Detective Conan Movie 04: Captured in Her Eyes,2000-04-22,,1.0,39780,2198,433.0,8.11
4901,Black Lagoon: Roberta's Blood Trail,2010-06-27,2011-06-22,5.0,168798,649,431.0,8.11
781,Detective Conan Movie 03: The Last Wizard of the Century,1999-04-17,,1.0,41974,2110,432.0,8.11
6211,Tokyo Magnitude 8.0,2009-07-10,2009-09-18,11.0,192704,559,430.0,8.12
39231,Qiang Shen Ji,2017-12-08,2018-02-23,12.0,791,10095,429.0,8.12
1486,Kodomo no Omocha (TV),1996-04-05,1998-03-27,102.0,40862,2159,428.0,8.12
3783,Kara no Kyoukai 3: Tsuukaku Zanryuu,2008-02-09,,1.0,156737,707,427.0,8.12
72,Full Metal Panic? Fumoffu,2003-08-26,2003-10-18,12.0,230437,452,426.0,8.12
223,Dragon Ball,1986-02-26,1989-04-12,153.0,565538,103,425.0,8.12
2164,Dennou Coil,2007-05-12,2007-12-01,26.0,109393,1020,424.0,8.12
1482,D.Gray-man,2006-10-03,2008-09-30,103.0,494784,136,423.0,8.12
1471,City Hunter 2,1988-04-02,1989-07-14,63.0,14608,3703,422.0,8.12
27663,Baby Steps 2nd Season,2015-04-05,2015-09-20,25.0,63918,1599,421.0,8.12
4918,xxxHOLiC Shunmuki,2009-02-17,2009-06-23,2.0,53279,1813,420.0,8.13
5365,Tsumiki no Ie,2008-06-10,,1.0,68511,1523,419.0,8.13
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,2016-04-02,,1.0,6564,5155,418.0,8.13
1914,Saiunkoku Monogatari 2nd Season,2007-04-07,2008-03-08,39.0,31083,2514,417.0,8.13
302,Mirai Shounen Conan,1978-04-04,1978-10-31,26.0,28649,2635,416.0,8.13
2034,Lovely★Complex,2007-04-07,2007-09-29,24.0,356826,259,415.0,8.13
237,Koukyoushihen Eureka Seven,2005-04-17,2006-04-02,50.0,345393,272,414.0,8.13
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,2017-07-24,,1.0,148010,753,413.0,8.13
33206,Kobayashi-san Chi no Maid Dragon,2017-01-12,2017-04-06,13.0,533709,119,412.0,8.13
36371,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,2019-11-29,,4.0,8109,4735,404.0,8.14
3167,Eve no Jikan,2008-08-01,2009-09-18,6.0,137658,806,411.0,8.13
2759,Evangelion: 1.0 You Are (Not) Alone,2007-09-01,,1.0,299477,323,410.0,8.13
25013,Akatsuki no Yona,2014-10-07,2015-03-24,24.0,441757,174,409.0,8.13
11123,Sekaiichi Hatsukoi 2,2011-10-08,2011-12-24,12.0,105160,1058,408.0,8.14
15059,Initial D Fifth Stage,2012-11-04,2013-05-10,14.0,65953,1570,407.0,8.14
1974,Glass no Kamen (2005),2005-04-06,2006-03-29,51.0,26595,2743,406.0,8.14
25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,2015-04-03,,1.0,24481,2890,405.0,8.14
16918,Gin no Saji,2013-07-12,2013-09-20,11.0,193534,558,403.0,8.14
32005,Detective Conan Movie 20: The Darkest Nightmare,2016-04-16,,1.0,21114,3115,402.0,8.14
30370,Akatsuki no Yona OVA,2015-09-18,2016-12-20,3.0,71980,1471,401.0,8.14
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,2016-10-27,,1.0,116034,979,400.0,8.15
37430,Tensei shitara Slime Datta Ken,2018-10-02,2019-03-19,24.0,439570,177,399.0,8.15
1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,2002-11-09,2003-07-25,13.0,38060,2253,398.0,8.15
23755,Nanatsu no Taizai,2014-10-05,2015-03-29,24.0,946095,38,397.0,8.15
26117,Kokoroya,2014-01-01,,1.0,366,11749,394.0,8.15
3927,Mobile Suit Gundam 00 Second Season,2008-10-05,2009-03-29,25.0,114276,989,396.0,8.15
2449,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,2005-09-23,,1.0,31969,2467,395.0,8.15
33323,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",2016-12-20,,1.0,29539,2593,393.0,8.15
7791,K-On!!,2010-04-07,2010-09-29,26.0,396521,216,391.0,8.15
12189,Hyouka,2012-04-23,2012-09-17,22.0,686099,72,390.0,8.15
7054,Kaichou wa Maid-sama!,2010-04-02,2010-09-24,26.0,653345,79,392.0,8.15
135,Hikaru no Go,2001-10-10,2003-03-26,75.0,96999,1130,389.0,8.15
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,2013-11-27,,2.0,9614,4414,388.0,8.15
1364,Detective Conan Movie 05: Countdown to Heaven,2001-04-21,,1.0,40143,2184,386.0,8.15
34440,Code Geass: Hangyaku no Lelouch III - Oudou,2018-05-26,,1.0,42319,2122,385.0,8.15
34437,Code Geass: Fukkatsu no Lelouch,2019-02-09,,1.0,147688,763,384.0,8.15
24277,Yowamushi Pedal: Grande Road,2014-10-07,2015-03-31,24.0,88204,1226,383.0,8.16
5681,Summer Wars,2009-08-01,,1.0,360868,253,382.0,8.16
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,2011-02-23,2011-07-20,13.0,49470,1909,381.0,8.16
721,Princess Tutu,2002-08-16,2003-05-23,38.0,110983,1010,380.0,8.16
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,2012-08-25,,1.0,42807,2092,379.0,8.16
14513,Magi: The Labyrinth of Magic,2012-10-07,2013-03-31,25.0,599813,94,378.0,8.16
37514,Made in Abyss Movie 1: Tabidachi no Yoake,2019-01-04,,1.0,35406,2350,377.0,8.16
18679,Kill la Kill,2013-10-04,2014-03-28,24.0,980779,30,375.0,8.16
16706,Kami nomi zo Shiru Sekai: Megami-hen,2013-07-09,2013-09-24,12.0,229655,455,374.0,8.16
31051,Kuroko no Basket: Saikou no Present Desu,2015-12-24,,1.0,52713,1836,376.0,8.16
3701,Kaiba,2008-04-11,2008-07-25,12.0,94833,1154,373.0,8.16
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,2003-12-01,,1.0,48891,1926,372.0,8.16
186,Initial D Second Stage,1999-10-15,2000-01-21,13.0,99776,1097,371.0,8.16
12069,Hajime no Ippo: Boxer no Kobushi,2003-03-21,,1.0,32658,2446,370.0,8.16
8425,Gosick,2011-01-08,2011-07-02,24.0,366457,245,387.0,8.15
37989,Golden Kamuy 2nd Season,2018-10-08,2018-12-24,12.0,64691,1587,369.0,8.16
27833,Durarara!!x2 Ketsu,2016-01-09,2016-03-26,12.0,235744,438,368.0,8.16
6467,Detective Conan Movie 14: The Lost Ship in the Sky,2010-04-17,,1.0,34759,2355,367.0,8.16
1506,Detective Conan Movie 10: Requiem of the Detectives,2006-04-15,,1.0,35228,2335,366.0,8.16
2167,Clannad,2007-10-05,2008-03-28,23.0,888734,45,365.0,8.16
2402,Ashita no Joe,1970-04-01,1971-09-29,79.0,43533,2074,364.0,8.16
23283,Zankyou no Terror,2014-07-11,2014-09-26,11.0,642866,84,363.0,8.17
1382,Yuusha-Ou GaoGaiGar Final,2000-01-21,2003-03-21,8.0,6966,5024,362.0,8.17
28025,Tsukimonogatari,2014-12-31,,4.0,242523,415,361.0,8.17
1430,Lupin III: Cagliostro no Shiro,1979-12-15,,1.0,62785,1612,360.0,8.17
31658,Kuroko no Basket Movie 4: Last Game,2017-03-18,,1.0,115255,988,359.0,8.17
1566,Koukaku Kidoutai: Stand Alone Complex - Solid State Society,2006-09-01,,1.0,78449,1374,358.0,8.17
239,Gankutsuou,2004-10-06,2005-03-30,24.0,164454,671,357.0,8.17
27821,Fate/stay night: Unlimited Blade Works Prologue,2014-10-05,,1.0,193195,560,356.0,8.17
18689,Diamond no Ace,2013-10-06,2015-03-29,75.0,141693,789,355.0,8.17
21419,Detective Conan Movie 18: The Sniper from Another Dimension,2014-04-19,,1.0,24591,2888,354.0,8.17
2025,Darker than Black: Kuro no Keiyakusha,2007-04-06,2007-09-28,25.0,656341,76,352.0,8.17
1367,Detective Conan Movie 08: Magician of the Silver Sky,2004-04-17,,1.0,36148,2310,353.0,8.17
38003,Bungou Stray Dogs 3rd Season,2019-04-12,2019-06-28,12.0,149617,750,351.0,8.17
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,2008-09-06,,1.0,112211,1003,349.0,8.18
4938,Tsubasa: Shunraiki,2009-03-17,2009-05-15,2.0,50756,1877,350.0,8.18
35838,Shoujo Shuumatsu Ryokou,2017-10-06,2017-12-22,12.0,168220,665,348.0,8.18
1559,Shijou Saikyou no Deshi Kenichi,2006-10-07,2007-09-30,50.0,204209,528,346.0,8.18
38234,One Piece Movie 14: Stampede,2019-08-09,,1.0,25738,2793,345.0,8.18
440,Shoujo Kakumei Utena,1997-04-02,1997-12-24,39.0,130172,866,347.0,8.18
21557,Omoide no Marnie,2014-07-19,,1.0,131690,859,344.0,8.18
34577,Nanatsu no Taizai: Imashime no Fukkatsu,2018-01-13,2018-06-30,24.0,470365,152,343.0,8.18
16067,Nagi no Asu kara,2013-10-03,2014-04-03,26.0,383686,228,342.0,8.18
35062,Mahoutsukai no Yome,2017-10-08,2018-03-25,24.0,476459,148,341.0,8.18
8129,Kuragehime,2010-10-15,2010-12-31,11.0,156751,706,340.0,8.18
30831,Kono Subarashii Sekai ni Shukufuku wo!,2016-01-14,2016-03-17,10.0,866116,46,339.0,8.18
16662,Kaze Tachinu,2013-07-20,,1.0,151882,733,338.0,8.18
28071,Itsumo Kokoro ni Taiyou wo!,1999-11-02,1999-11-26,16.0,493,11186,337.0,8.18
18,Initial D Fourth Stage,2004-04-17,2006-02-18,24.0,87746,1228,336.0,8.18
38422,High Score Girl: Extra Stage,2019-03-20,,3.0,29159,2653,335.0,8.18
9735,Gintama: Shinyaku Benizakura-hen,2010-12-15,,1.0,25613,2807,334.0,8.18
3901,Baccano! Specials,2008-02-27,2008-05-28,3.0,135785,821,333.0,8.18
47,Akira,1988-07-16,,1.0,413262,195,331.0,8.18
962,Aria The Natural,2006-04-03,2006-09-25,26.0,55860,1754,332.0,8.18
4477,Nodame Cantabile: Paris-hen,2008-10-10,2008-12-19,11.0,96961,1129,329.0,8.19
1827,Seirei no Moribito,2007-04-07,2007-09-29,26.0,155569,714,330.0,8.19
6336,Mobile Suit Gundam Unicorn,2010-03-12,2014-06-06,7.0,65690,1569,328.0,8.19
2581,Mobile Suit Gundam 00,2007-10-06,2008-03-29,25.0,164162,672,327.0,8.19
16782,Kotonoha no Niwa,2013-05-31,,1.0,420047,190,326.0,8.19
3702,Detroit Metal City,2008-08-08,2008-10-28,12.0,156852,704,325.0,8.19
24833,Ansatsu Kyoushitsu,2015-01-10,2015-06-20,22.0,827723,54,324.0,8.19
34376,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,2017-07-08,,1.0,9509,4441,323.0,8.2
34076,Uchouten Kazoku 2,2017-04-09,2017-06-25,12.0,43438,2079,322.0,8.2
11597,Nisemonogatari,2012-01-08,2012-03-18,11.0,455598,166,319.0,8.2
4722,Skip Beat!,2008-10-06,2009-03-30,25.0,189533,569,321.0,8.2
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,2013-08-24,,1.0,34900,2356,320.0,8.2
17603,Mr. Pen Pen,1986-03-31,,1.0,366,11813,317.0,8.2
1735,Naruto: Shippuuden,2007-02-15,2017-03-23,500.0,1059649,19,318.0,8.2
32902,Mahoutsukai no Yome: Hoshi Matsu Hito,2016-09-10,2017-09-09,3.0,186995,579,316.0,8.2
232,Cardcaptor Sakura,1998-04-07,2000-03-21,70.0,280931,350,314.0,8.2
25363,Gensei Shugoshin P-hyoro Ikka OVA,1988-09-01,,3.0,388,11864,315.0,8.2
34537,Yoru wa Mijikashi Arukeyo Otome,2017-04-07,,1.0,56160,1759,313.0,8.21
23623,Non Non Biyori Repeat,2015-07-07,2015-09-22,12.0,117036,966,311.0,8.21
6864,xxxHOLiC Rou,2010-04-23,2011-03-09,2.0,50974,1869,312.0,8.21
35158,Warau Salesman Tokubetsu Bangumi,1992-12-26,1993-12-28,14.0,468,11239,310.0,8.22
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,2012-07-14,,1.0,18651,3308,309.0,8.22
28223,Death Parade,2015-01-10,2015-03-28,12.0,864345,47,308.0,8.22
37171,Asobi Asobase,2018-07-08,2018-09-23,12.0,172610,639,307.0,8.22
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,2012-10-06,,1.0,137079,816,306.0,8.23
25681,Kamisama Hajimemashita◎,2015-01-06,2015-03-31,12.0,183325,595,305.0,8.23
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,2014-04-05,2014-09-13,24.0,403914,214,304.0,8.23
265,Hajime no Ippo: Mashiba vs. Kimura,2003-09-05,,1.0,65366,1572,303.0,8.23
39533,Given,2019-07-12,2019-09-20,11.0,81107,1373,302.0,8.23
37520,Dororo,2019-01-07,2019-06-24,24.0,387540,229,301.0,8.23
38731,Diamond no Ace: Act II,2019-04-02,,52.0,30607,2537,300.0,8.23
36946,Dragon Ball Super Movie: Broly,2018-12-14,,1.0,108159,1042,296.0,8.24
1519,Black Lagoon: The Second Barrage,2006-10-03,2006-12-19,12.0,312179,311,294.0,8.24
31715,Working!!!: Lord of the Takanashi,2016-03-30,,1.0,68126,1539,293.0,8.25
23327,Space☆Dandy 2nd Season,2014-07-06,2014-09-25,13.0,106557,1046,292.0,8.25
38249,Saiki Kusuo no Ψ-nan: Kanketsu-hen,2018-12-28,,1.0,52539,1872,291.0,8.25
36990,Non Non Biyori Movie: Vacation,2018-08-25,,1.0,28442,2661,290.0,8.25
23317,Kuroshitsuji: Book of Murder,2015-01-28,2015-02-25,2.0,140494,796,289.0,8.25
39112,Kawaki wo Ameku,2019-01-29,,1.0,10094,4348,288.0,8.25
121,Fullmetal Alchemist,2003-10-04,2004-10-02,51.0,947466,37,287.0,8.25
5460,Detective Conan Movie 13: The Raven Chaser,2009-04-18,,1.0,36887,2282,285.0,8.25
17605,Mr. Pen Pen II,1986-12-29,,1.0,306,12198,298.0,8.24
6547,Angel Beats!,2010-04-03,2010-06-26,13.0,1247282,10,284.0,8.25
4155,One Piece Film: Strong World,2009-12-12,,1.0,141432,786,283.0,8.26
9890,Major: Message,2010-12-17,,1.0,21002,3118,282.0,8.26
35677,Liz to Aoi Tori,2018-04-21,,1.0,52613,1842,280.0,8.26
30298,Mahou no Princess Minky Momo: Yume wo Dakishimete Specials,,,3.0,398,11591,281.0,8.26
1604,Katekyo Hitman Reborn!,2006-10-07,2010-09-25,203.0,393019,221,278.0,8.26
22145,Kuroshitsuji: Book of Circus,2014-07-11,2014-09-12,10.0,225878,466,279.0,8.26
39198,Kanata no Astra,2019-07-03,2019-09-18,12.0,108768,1050,277.0,8.26
22507,Initial D Final Stage,2014-05-16,2014-06-22,4.0,60119,1672,276.0,8.26
138,Hunter x Hunter: Greed Island,2003-02-05,2003-04-16,8.0,91535,1182,275.0,8.26
35628,Honoo no Alpenrose: Ai no Symphony Ongaku-hen,,,1.0,314,12128,274.0,8.26
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,2011-04-06,2011-09-28,26.0,109531,1023,273.0,8.26
38408,Boku no Hero Academia 4th Season,2019-10-12,,25.0,380487,231,272.0,8.26
12115,Berserk: Ougon Jidai-hen III - Kourin,2013-02-01,,1.0,127471,886,271.0,8.26
9175,Tsuruhime Ja!,1990-01-09,1990-12-25,49.0,354,11782,270.0,8.27
34822,Tsuki ga Kirei,2017-04-07,2017-06-30,12.0,251895,395,269.0,8.27
13759,Sakura-sou no Pet na Kanojo,2012-10-09,2013-03-26,24.0,705020,68,268.0,8.27
12859,One Piece Film: Z,2012-12-15,,1.0,141539,788,267.0,8.27
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,2016-10-02,2017-04-02,25.0,75068,1428,266.0,8.27
585,Mimi wo Sumaseba,1995-07-15,,1.0,164088,673,265.0,8.27
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,2015-04-25,,1.0,142707,781,264.0,8.27
39570,High Score Girl II,2019-10-26,2019-12-21,9.0,34479,2369,263.0,8.28
813,Dragon Ball Z,1989-04-26,1996-01-31,291.0,683356,73,262.0,8.27
10800,Chihayafuru,2011-10-05,2012-03-28,25.0,273680,363,261.0,8.27
32867,Bungou Stray Dogs 2nd Season,2016-10-06,2016-12-16,12.0,310729,313,260.0,8.27
34636,Ballroom e Youkoso,2017-07-09,2017-12-17,24.0,167588,661,259.0,8.27
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,2015-04-03,2015-06-26,13.0,479961,146,258.0,8.28
3091,xxxHOLiC Kei,2008-04-04,2008-06-27,13.0,102479,1079,257.0,8.28
6,Trigun,1998-04-01,1998-09-30,26.0,460146,158,256.0,8.28
2236,Toki wo Kakeru Shoujo,2006-07-15,,1.0,509087,130,255.0,8.28
2559,Romeo no Aoi Sora,1995-01-15,1995-12-17,33.0,29345,2597,254.0,8.28
853,Ouran Koukou Host Club,2006-04-05,2006-09-27,26.0,641087,83,253.0,8.28
10937,Mobile Suit Gundam: The Origin,2015-04-24,2018-05-05,6.0,40782,2169,252.0,8.28
3226,Major S4,2008-01-05,2008-06-28,26.0,44571,2046,251.0,8.28
6811,InuYasha: Kanketsu-hen,2009-10-04,2010-03-30,26.0,166016,666,249.0,8.28
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,2000-07-15,,1.0,85593,1264,248.0,8.28
7674,Bakuman.,2010-10-02,2011-04-02,25.0,406418,202,247.0,8.28
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,2015-12-03,,1.0,133898,849,246.0,8.29
9863,SKET Dance,2011-04-07,2012-09-27,77.0,155604,716,245.0,8.29
1033,Sennen Joyuu,2002-09-14,,1.0,102017,1082,244.0,8.29
35466,ReLIFE: Kanketsu-hen,2018-03-21,,4.0,159279,702,243.0,8.29
512,Majo no Takkyuubin,1989-07-29,,1.0,273889,361,242.0,8.29
18195,Little Busters!: Refrain,2013-10-05,2013-12-28,13.0,114217,993,241.0,8.29
11771,Kuroko no Basket,2012-04-08,2012-09-22,25.0,614684,89,240.0,8.29
36296,Hinamatsuri,2018-04-06,2018-06-22,12.0,254075,390,239.0,8.29
1889,Higurashi no Naku Koro ni Kai,2007-07-06,2007-12-18,24.0,317911,306,238.0,8.29
22297,Fate/stay night: Unlimited Blade Works,2014-10-12,2014-12-28,12.0,554503,112,236.0,8.29
759,Tokyo Godfathers,2003-11-08,,1.0,157454,703,235.0,8.3
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,2018-04-09,2018-06-25,12.0,305580,319,234.0,8.3
36275,Natsume Yuujinchou Roku Specials,2017-09-27,2017-10-25,2.0,23398,2964,233.0,8.3
185,Initial D First Stage,1998-04-19,1998-12-06,26.0,164115,674,232.0,8.3
31988,Hibike! Euphonium 2,2016-10-06,2016-12-29,13.0,129695,873,231.0,8.3
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,2007-10-03,2008-04-02,26.0,192202,562,230.0,8.3
